GeneID,AverageFPKM
Glyma.01G148800.Wm82.a4.v1,1.3964
Glyma.01G148500.Wm82.a4.v1,10.2917
Glyma.01G147800.Wm82.a4.v1,1.99935
Glyma.01G149000.Wm82.a4.v1,14.0552
Glyma.01G149400.Wm82.a4.v1,2.82765
Glyma.01G149900.Wm82.a4.v1,2.5189
Glyma.01G149700.Wm82.a4.v1,8.06718
Glyma.01G150500.Wm82.a4.v1,1.45071
Glyma.01G150400.Wm82.a4.v1,7.4651
Glyma.01G150200.Wm82.a4.v1,4.1466
Glyma.01G150600.Wm82.a4.v1,10.3433
Glyma.01G150800.Wm82.a4.v1,1.09521
Glyma.01G151600.Wm82.a4.v1,2.06235
Glyma.01G152100.Wm82.a4.v1,1.19326
Glyma.01G152700.Wm82.a4.v1,1.30496
Glyma.01G150700.Wm82.a4.v1,4.60128
Glyma.01G152900.Wm82.a4.v1,3.14683
Glyma.01G149300.Wm82.a4.v1,13.45
Glyma.01G153967.Wm82.a4.v1,13.9667
Glyma.01G153300.Wm82.a4.v1,1.7167
Glyma.01G153200.Wm82.a4.v1,1.7309
Glyma.01G154200.Wm82.a4.v1,3.08765
Glyma.01G154100.Wm82.a4.v1,3.06895
Glyma.01G154450.Wm82.a4.v1,2.08203
Glyma.01G154300.Wm82.a4.v1,2.79422
Glyma.01G154700.Wm82.a4.v1,1.43832
Glyma.01G155200.Wm82.a4.v1,1.07438
Glyma.01G155800.Wm82.a4.v1,1.77201
Glyma.01G154900.Wm82.a4.v1,19.5944
Glyma.01G155300.Wm82.a4.v1,1.19381
Glyma.01G156600.Wm82.a4.v1,2.74595
Glyma.01G156400.Wm82.a4.v1,1.53264
Glyma.01G156200.Wm82.a4.v1,4.33662
Glyma.01G156700.Wm82.a4.v1,1.40428
Glyma.01G157400.Wm82.a4.v1,3.52303
Glyma.01G157000.Wm82.a4.v1,2.1306
Glyma.01G157500.Wm82.a4.v1,1.38123
Glyma.01G157600.Wm82.a4.v1,4.1743
Glyma.01G157800.Wm82.a4.v1,1.80253
Glyma.01G158150.Wm82.a4.v1,1.13155
Glyma.01G158200.Wm82.a4.v1,1.19364
Glyma.01G158300.Wm82.a4.v1,2.31324
Glyma.01G158500.Wm82.a4.v1,2.53945
Glyma.01G158800.Wm82.a4.v1,1.51677
Glyma.01G159000.Wm82.a4.v1,1.87024
Glyma.01G157900.Wm82.a4.v1,5.63145
Glyma.01G159500.Wm82.a4.v1,5.03915
Glyma.01G159800.Wm82.a4.v1,3.27077
Glyma.01G160100.Wm82.a4.v1,6.7622
Glyma.01G159900.Wm82.a4.v1,2.7568
Glyma.01G161100.Wm82.a4.v1,1.45024
Glyma.01G161800.Wm82.a4.v1,1.36115
Glyma.01G161600.Wm82.a4.v1,1.33936
Glyma.01G161700.Wm82.a4.v1,2.72458
Glyma.01G161900.Wm82.a4.v1,5.33108
Glyma.01G162000.Wm82.a4.v1,5.45003
Glyma.01G162100.Wm82.a4.v1,2.29431
Glyma.01G162500.Wm82.a4.v1,4.7377
Glyma.01G162700.Wm82.a4.v1,4.6009
Glyma.01G162900.Wm82.a4.v1,1.70778
Glyma.01G161200.Wm82.a4.v1,1.38608
Glyma.01G161500.Wm82.a4.v1,49.6655
Glyma.01G162200.Wm82.a4.v1,2.8168
Glyma.01G162800.Wm82.a4.v1,5.86822
Glyma.01G163700.Wm82.a4.v1,1.15646
Glyma.01G163100.Wm82.a4.v1,15.1259
Glyma.01G163300.Wm82.a4.v1,2.38369
Glyma.01G164000.Wm82.a4.v1,1.14652
Glyma.01G163000.Wm82.a4.v1,13.1942
Glyma.01G163900.Wm82.a4.v1,22.4305
Glyma.01G164200.Wm82.a4.v1,5.9239
Glyma.01G164900.Wm82.a4.v1,2.32526
Glyma.01G164300.Wm82.a4.v1,10.3091
Glyma.01G165100.Wm82.a4.v1,3.79822
Glyma.01G165400.Wm82.a4.v1,4.89353
Glyma.01G164100.Wm82.a4.v1,4.248
Glyma.01G166000.Wm82.a4.v1,7.8665
Glyma.01G166100.Wm82.a4.v1,2.46808
Glyma.01G166600.Wm82.a4.v1,1.00458
Glyma.01G166700.Wm82.a4.v1,2.80483
Glyma.01G167600.Wm82.a4.v1,1.10485
Glyma.01G167300.Wm82.a4.v1,5.00505
Glyma.01G167500.Wm82.a4.v1,4.08617
Glyma.01G168000.Wm82.a4.v1,6.92825
Glyma.01G166400.Wm82.a4.v1,1.20493
Glyma.01G168400.Wm82.a4.v1,4.42245
Glyma.01G168200.Wm82.a4.v1,2.9011
Glyma.01G168500.Wm82.a4.v1,15.7266
Glyma.01G168600.Wm82.a4.v1,2.68527
Glyma.01G168900.Wm82.a4.v1,3.3621
Glyma.01G169100.Wm82.a4.v1,1.37884
Glyma.01G169700.Wm82.a4.v1,8.4525
Glyma.01G169900.Wm82.a4.v1,1.36244
Glyma.01G169800.Wm82.a4.v1,1.47341
Glyma.01G169000.Wm82.a4.v1,7.9078
Glyma.01G170200.Wm82.a4.v1,4.52043
Glyma.01G170400.Wm82.a4.v1,3.34625
Glyma.01G170300.Wm82.a4.v1,41.0742
